Random,Name,Date,Location,Total Hours,Billable Hours,Clients Assigned,Clients Seen 
84,Archie Mobley  ,1/25/2020,Location A,8.00,3,4,1
76,Khalilah Gratz  ,1/9/2020,Location A,6.00,1,1,1
41,Frederica Tope  ,1/2/2020,Location B,6.00,1,2,2
100,Alvina Brazee  ,2/7/2020,Location B,7.00,6,1,1
74,Alvina Brazee  ,2/27/2020,Location B,2.00,1,5,1
93,Bobbie Cannella  ,1/24/2020,Location D,8.00,6,5,2
14,Archie Mobley  ,2/24/2020,Location C,5.00,0,5,2
95,Dorine Varnell  ,3/6/2020,Location B,8.00,3,5,4
14,Alvina Brazee  ,2/17/2020,Location D,6.00,6,1,1
46,Rueben Maxfield  ,3/17/2020,Location A,4.00,3,1,1
61,Frederica Tope  ,3/2/2020,Location B,8.00,8,3,2
24,Khalilah Gratz  ,1/19/2020,Location C,3.00,0,5,1
7,Felica Pajak  ,1/31/2020,Location C,0.00,0,2,2
9,Rueben Maxfield  ,2/6/2020,Location A,7.00,0,5,3
89,Dorine Varnell  ,2/5/2020,Location D,6.00,6,1,1
63,Dorine Varnell  ,1/6/2020,Location B,4.00,2,5,2
81,Frederica Tope  ,2/11/2020,Location B,8.00,8,3,2
37,Carolina Golla  ,2/9/2020,Location D,3.00,3,2,2
49,Alvina Brazee  ,3/28/2020,Location D,6.00,0,3,3
48,Rueben Maxfield  ,1/27/2020,Location C,2.00,1,3,2
49,Carolina Golla  ,2/19/2020,Location B,4.00,1,3,2
74,Bobbie Cannella  ,2/13/2020,Location D,5.00,2,5,1
30,Khalilah Gratz  ,1/29/2020,Location A,6.00,0,3,2
84,Felica Pajak  ,1/1/2020,Location A,6.00,2,3,3
70,Khalilah Gratz  ,4/8/2020,Location C,0.00,0,5,4
25,Mariano Defibaugh  ,2/22/2020,Location A,8.00,4,5,3
38,Alvina Brazee  ,4/7/2020,Location B,0.00,0,4,4
42,Khalilah Gratz  ,1/29/2020,Location A,8.00,0,2,2
1,Alvina Brazee  ,2/27/2020,Location B,1.00,0,3,2
79,Archie Mobley  ,2/4/2020,Location C,8.00,4,1,1
25,Felica Pajak  ,3/31/2020,Location C,2.00,1,4,3
75,Felica Pajak  ,1/31/2020,Location C,2.00,1,5,3
10,Archie Mobley  ,3/5/2020,Location A,5.00,5,3,1
98,Mariano Defibaugh  ,2/2/2020,Location A,8.00,1,5,2
33,Frederica Tope  ,2/21/2020,Location D,1.00,0,4,1
36,Dorine Varnell  ,2/25/2020,Location D,1.00,0,5,1
86,Archie Mobley  ,2/4/2020,Location C,2.00,2,5,2
30,Alvina Brazee  ,2/27/2020,Location B,5.00,3,4,4
51,Alvina Brazee  ,3/8/2020,Location D,8.00,5,5,1
17,Rueben Maxfield  ,3/17/2020,Location A,4.00,0,1,1
75,Archie Mobley  ,1/25/2020,Location A,2.00,1,2,1
35,Felica Pajak  ,3/21/2020,Location A,2.00,2,2,1
32,Carolina Golla  ,3/10/2020,Location B,7.00,3,4,4
91,Felica Pajak  ,3/11/2020,Location C,2.00,2,5,3
3,Khalilah Gratz  ,4/8/2020,Location C,8.00,4,3,1
33,Frederica Tope  ,3/22/2020,Location B,7.00,5,4,2
74,Mariano Defibaugh  ,3/3/2020,Location C,6.00,6,3,1
85,Carolina Golla  ,3/20/2020,Location D,3.00,2,2,2
7,Mariano Defibaugh  ,3/13/2020,Location A,7.00,3,3,2
66,Bobbie Cannella  ,4/3/2020,Location B,5.00,4,1,1
32,Carolina Golla  ,3/10/2020,Location B,2.00,0,3,3
47,Mariano Defibaugh  ,3/23/2020,Location C,8.00,8,5,2
70,Alvina Brazee  ,1/8/2020,Location D,5.00,5,3,3
55,Bobbie Cannella  ,1/4/2020,Location D,4.00,0,1,1
85,Khalilah Gratz  ,3/9/2020,Location A,0.00,0,2,2
78,Archie Mobley  ,3/5/2020,Location A,4.00,4,1,1
85,Alvina Brazee  ,1/18/2020,Location B,4.00,0,5,4
46,Dorine Varnell  ,3/16/2020,Location D,6.00,1,5,2
27,Mariano Defibaugh  ,1/3/2020,Location C,8.00,5,4,4
11,Felica Pajak  ,3/1/2020,Location A,7.00,7,5,3
96,Carolina Golla  ,3/30/2020,Location B,0.00,0,1,1
22,Felica Pajak  ,2/20/2020,Location C,7.00,5,1,1
85,Mariano Defibaugh  ,2/22/2020,Location A,0.00,0,1,1
2,Felica Pajak  ,2/10/2020,Location A,1.00,1,3,2
38,Bobbie Cannella  ,4/3/2020,Location B,5.00,5,4,4
66,Carolina Golla  ,2/19/2020,Location B,6.00,5,2,1
13,Archie Mobley  ,1/25/2020,Location A,8.00,7,3,3
93,Dorine Varnell  ,4/5/2020,Location D,0.00,0,5,1
3,Dorine Varnell  ,1/6/2020,Location B,1.00,1,4,4
82,Khalilah Gratz  ,2/18/2020,Location A,0.00,0,4,3
60,Mariano Defibaugh  ,3/3/2020,Location C,4.00,4,5,1
23,Archie Mobley  ,4/4/2020,Location C,1.00,0,3,2
79,Khalilah Gratz  ,3/9/2020,Location A,7.00,4,4,4
79,Khalilah Gratz  ,1/9/2020,Location A,6.00,5,1,1
73,Bobbie Cannella  ,2/13/2020,Location D,0.00,0,5,3
93,Dorine Varnell  ,1/26/2020,Location B,6.00,5,4,2
59,Dorine Varnell  ,2/5/2020,Location D,7.00,2,3,3
23,Bobbie Cannella  ,2/23/2020,Location B,1.00,0,3,1
14,Bobbie Cannella  ,3/24/2020,Location D,8.00,0,2,2
30,Dorine Varnell  ,2/15/2020,Location B,5.00,1,5,2
96,Bobbie Cannella  ,3/14/2020,Location B,7.00,1,3,2
14,Dorine Varnell  ,2/25/2020,Location D,0.00,0,1,1
3,Khalilah Gratz  ,2/8/2020,Location C,8.00,6,1,1
93,Khalilah Gratz  ,1/9/2020,Location A,1.00,0,5,1
6,Carolina Golla  ,1/30/2020,Location B,8.00,1,3,2
25,Khalilah Gratz  ,3/9/2020,Location A,1.00,0,5,3
43,Felica Pajak  ,3/1/2020,Location A,8.00,2,5,5
48,Dorine Varnell  ,2/5/2020,Location D,0.00,0,3,3
38,Dorine Varnell  ,3/26/2020,Location B,3.00,1,2,1
4,Carolina Golla  ,2/9/2020,Location D,8.00,3,3,1
97,Archie Mobley  ,1/15/2020,Location C,3.00,0,2,2
16,Carolina Golla  ,1/20/2020,Location D,1.00,1,3,2
5,Dorine Varnell  ,3/16/2020,Location D,4.00,4,3,2
9,Alvina Brazee  ,4/7/2020,Location B,3.00,0,5,4
80,Rueben Maxfield  ,3/17/2020,Location A,1.00,1,3,3
97,Felica Pajak  ,2/10/2020,Location A,8.00,4,5,5
73,Mariano Defibaugh  ,2/22/2020,Location A,4.00,4,3,1
52,Felica Pajak  ,3/1/2020,Location A,6.00,4,1,1
2,Mariano Defibaugh  ,3/3/2020,Location C,3.00,3,5,4
60,Alvina Brazee  ,1/8/2020,Location D,0.00,0,4,1
2,Alvina Brazee  ,3/8/2020,Location D,5.00,5,1,1
81,Khalilah Gratz  ,4/8/2020,Location C,5.00,0,1,1
36,Mariano Defibaugh  ,2/22/2020,Location A,2.00,1,1,1
95,Khalilah Gratz  ,3/9/2020,Location A,3.00,2,5,5
17,Alvina Brazee  ,1/28/2020,Location D,4.00,4,4,3
21,Alvina Brazee  ,1/28/2020,Location D,7.00,4,2,1
22,Dorine Varnell  ,2/5/2020,Location D,4.00,2,5,2
5,Dorine Varnell  ,1/26/2020,Location B,3.00,2,2,2
24,Alvina Brazee  ,3/18/2020,Location B,2.00,2,3,2
9,Mariano Defibaugh  ,2/12/2020,Location C,6.00,4,5,5
21,Rueben Maxfield  ,4/6/2020,Location A,0.00,0,3,3
40,Rueben Maxfield  ,2/26/2020,Location A,6.00,5,2,1
48,Khalilah Gratz  ,3/9/2020,Location A,4.00,1,3,2
97,Rueben Maxfield  ,3/17/2020,Location A,1.00,1,3,1
17,Carolina Golla  ,2/19/2020,Location B,1.00,1,5,1
58,Rueben Maxfield  ,1/27/2020,Location C,2.00,0,1,1
30,Felica Pajak  ,3/11/2020,Location C,8.00,4,1,1
64,Carolina Golla  ,4/9/2020,Location D,3.00,2,1,1
14,Archie Mobley  ,1/25/2020,Location A,3.00,3,1,1
30,Archie Mobley  ,3/15/2020,Location C,0.00,0,4,1
65,Felica Pajak  ,1/1/2020,Location A,7.00,4,2,2
87,Khalilah Gratz  ,3/19/2020,Location C,3.00,1,5,1
35,Rueben Maxfield  ,3/17/2020,Location A,3.00,0,5,4
93,Carolina Golla  ,4/9/2020,Location D,4.00,1,5,1
84,Felica Pajak  ,1/11/2020,Location C,6.00,0,5,1
21,Bobbie Cannella  ,4/3/2020,Location B,8.00,6,4,1
23,Khalilah Gratz  ,2/8/2020,Location C,0.00,0,3,1
95,Frederica Tope  ,2/1/2020,Location D,0.00,0,4,2
48,Carolina Golla  ,2/29/2020,Location D,7.00,7,4,3
42,Felica Pajak  ,1/11/2020,Location C,5.00,1,2,1
74,Khalilah Gratz  ,3/29/2020,Location A,1.00,0,5,2
77,Felica Pajak  ,3/11/2020,Location C,7.00,6,4,3
39,Khalilah Gratz  ,2/8/2020,Location C,8.00,5,1,1
6,Felica Pajak  ,1/1/2020,Location A,7.00,0,1,1
52,Dorine Varnell  ,1/26/2020,Location B,6.00,0,5,4
57,Carolina Golla  ,4/9/2020,Location D,1.00,0,5,2
35,Frederica Tope  ,3/12/2020,Location D,8.00,2,2,1
11,Archie Mobley  ,3/5/2020,Location A,7.00,2,5,3
54,Mariano Defibaugh  ,3/13/2020,Location A,4.00,1,5,4
20,Frederica Tope  ,1/2/2020,Location B,5.00,0,1,1
30,Dorine Varnell  ,2/15/2020,Location B,0.00,0,5,2
19,Dorine Varnell  ,4/5/2020,Location D,0.00,0,3,3
59,Mariano Defibaugh  ,1/3/2020,Location C,0.00,0,4,1
39,Archie Mobley  ,2/4/2020,Location C,3.00,0,2,2
22,Alvina Brazee  ,1/8/2020,Location D,7.00,2,1,1
71,Felica Pajak  ,1/1/2020,Location A,1.00,0,2,1
55,Mariano Defibaugh  ,1/23/2020,Location C,5.00,0,1,1
66,Bobbie Cannella  ,3/4/2020,Location D,6.00,4,3,1
20,Rueben Maxfield  ,2/16/2020,Location C,1.00,1,4,2
85,Mariano Defibaugh  ,2/22/2020,Location A,1.00,1,3,3
86,Bobbie Cannella  ,2/23/2020,Location B,2.00,2,2,2
98,Dorine Varnell  ,2/15/2020,Location B,3.00,2,3,1
41,Bobbie Cannella  ,2/23/2020,Location B,2.00,0,3,1
96,Carolina Golla  ,3/30/2020,Location B,0.00,0,5,2
46,Frederica Tope  ,3/12/2020,Location D,6.00,2,1,1
22,Mariano Defibaugh  ,3/3/2020,Location C,8.00,2,5,1
54,Dorine Varnell  ,2/5/2020,Location D,5.00,2,1,1
6,Alvina Brazee  ,3/8/2020,Location D,3.00,3,3,2
84,Dorine Varnell  ,4/5/2020,Location D,7.00,2,2,2
33,Rueben Maxfield  ,2/6/2020,Location A,0.00,0,5,3
91,Archie Mobley  ,3/5/2020,Location A,6.00,4,2,1
38,Mariano Defibaugh  ,1/3/2020,Location C,5.00,4,2,1
10,Khalilah Gratz  ,1/29/2020,Location A,6.00,4,3,3
93,Khalilah Gratz  ,2/18/2020,Location A,0.00,0,4,2
11,Carolina Golla  ,3/30/2020,Location B,2.00,0,2,1
18,Dorine Varnell  ,2/25/2020,Location D,7.00,6,2,2
65,Dorine Varnell  ,4/5/2020,Location D,6.00,3,5,5
15,Khalilah Gratz  ,2/8/2020,Location C,8.00,2,2,2
8,Rueben Maxfield  ,4/6/2020,Location A,3.00,3,5,4
63,Felica Pajak  ,1/21/2020,Location A,0.00,0,2,1
45,Mariano Defibaugh  ,2/12/2020,Location C,8.00,1,2,1
64,Alvina Brazee  ,2/7/2020,Location B,0.00,0,4,1
58,Alvina Brazee  ,1/28/2020,Location D,2.00,2,2,1
69,Bobbie Cannella  ,2/3/2020,Location B,7.00,5,1,1
57,Felica Pajak  ,1/21/2020,Location A,1.00,1,4,1
26,Dorine Varnell  ,3/26/2020,Location B,4.00,4,1,1
12,Frederica Tope  ,2/1/2020,Location D,2.00,0,1,1
46,Bobbie Cannella  ,4/3/2020,Location B,5.00,1,5,2
93,Frederica Tope  ,3/22/2020,Location B,4.00,2,1,1
60,Mariano Defibaugh  ,1/13/2020,Location A,2.00,2,1,1
43,Carolina Golla  ,3/10/2020,Location B,2.00,0,1,1
85,Dorine Varnell  ,1/6/2020,Location B,3.00,3,5,1
42,Carolina Golla  ,3/20/2020,Location D,2.00,1,5,1
4,Frederica Tope  ,1/22/2020,Location B,0.00,0,2,2
64,Mariano Defibaugh  ,2/22/2020,Location A,2.00,2,1,1
10,Bobbie Cannella  ,3/4/2020,Location D,1.00,1,2,2
21,Khalilah Gratz  ,1/19/2020,Location C,0.00,0,4,3
58,Archie Mobley  ,1/5/2020,Location A,6.00,0,3,2
84,Felica Pajak  ,2/10/2020,Location A,7.00,5,2,1
77,Dorine Varnell  ,4/5/2020,Location D,6.00,3,2,2
10,Alvina Brazee  ,1/8/2020,Location D,4.00,0,5,3
51,Khalilah Gratz  ,1/29/2020,Location A,8.00,1,2,1
13,Carolina Golla  ,1/20/2020,Location D,2.00,0,3,3
93,Rueben Maxfield  ,1/27/2020,Location C,3.00,3,1,1
75,Felica Pajak  ,3/11/2020,Location C,5.00,5,4,4
43,Frederica Tope  ,3/2/2020,Location B,2.00,2,4,4
55,Archie Mobley  ,4/4/2020,Location C,0.00,0,4,2
17,Rueben Maxfield  ,1/7/2020,Location C,6.00,0,3,2
47,Rueben Maxfield  ,3/27/2020,Location C,2.00,2,5,5
15,Khalilah Gratz  ,1/19/2020,Location C,6.00,0,3,2
30,Archie Mobley  ,2/24/2020,Location C,0.00,0,3,3
49,Bobbie Cannella  ,1/14/2020,Location B,3.00,1,1,1
52,Frederica Tope  ,1/2/2020,Location B,3.00,3,2,2
31,Mariano Defibaugh  ,2/12/2020,Location C,4.00,4,5,5
43,Felica Pajak  ,3/31/2020,Location C,1.00,1,2,1
78,Carolina Golla  ,4/9/2020,Location D,1.00,1,3,1
45,Rueben Maxfield  ,1/17/2020,Location A,2.00,0,3,2
87,Mariano Defibaugh  ,2/2/2020,Location A,4.00,0,5,1
48,Archie Mobley  ,2/24/2020,Location C,3.00,1,1,1
27,Felica Pajak  ,3/31/2020,Location C,4.00,1,2,2
86,Rueben Maxfield  ,1/17/2020,Location A,0.00,0,1,1
95,Carolina Golla  ,1/20/2020,Location D,0.00,0,2,1
56,Felica Pajak  ,1/21/2020,Location A,8.00,4,3,2
14,Khalilah Gratz  ,1/9/2020,Location A,3.00,0,4,1
6,Khalilah Gratz  ,3/9/2020,Location A,7.00,7,5,4
57,Felica Pajak  ,1/31/2020,Location C,1.00,1,5,4
55,Frederica Tope  ,3/2/2020,Location B,0.00,0,4,2
90,Rueben Maxfield  ,2/6/2020,Location A,5.00,5,2,2
38,Archie Mobley  ,4/4/2020,Location C,3.00,1,5,1
76,Mariano Defibaugh  ,2/22/2020,Location A,8.00,5,1,1
3,Alvina Brazee  ,3/18/2020,Location B,0.00,0,3,2
42,Mariano Defibaugh  ,2/22/2020,Location A,7.00,1,1,1
78,Khalilah Gratz  ,3/29/2020,Location A,1.00,0,5,2
18,Alvina Brazee  ,3/8/2020,Location D,4.00,0,1,1
20,Carolina Golla  ,3/20/2020,Location D,0.00,0,3,2
60,Khalilah Gratz  ,1/29/2020,Location A,3.00,2,5,2
22,Mariano Defibaugh  ,2/2/2020,Location A,8.00,4,2,1
60,Bobbie Cannella  ,3/24/2020,Location D,5.00,2,2,2
56,Felica Pajak  ,1/11/2020,Location C,1.00,0,4,3
27,Dorine Varnell  ,1/6/2020,Location B,6.00,3,4,2
39,Archie Mobley  ,2/4/2020,Location C,3.00,0,1,1
27,Mariano Defibaugh  ,1/3/2020,Location C,4.00,4,3,2
38,Dorine Varnell  ,1/16/2020,Location D,3.00,2,2,2
1,Frederica Tope  ,2/11/2020,Location B,4.00,0,1,1
25,Rueben Maxfield  ,1/7/2020,Location C,4.00,2,5,5
48,Bobbie Cannella  ,3/4/2020,Location D,1.00,1,2,1
89,Mariano Defibaugh  ,1/13/2020,Location A,2.00,0,1,1
4,Bobbie Cannella  ,1/24/2020,Location D,2.00,2,3,1
14,Carolina Golla  ,3/10/2020,Location B,8.00,1,2,1
43,Frederica Tope  ,3/12/2020,Location D,2.00,0,3,2
23,Frederica Tope  ,3/22/2020,Location B,0.00,0,4,3
87,Dorine Varnell  ,3/6/2020,Location B,5.00,4,2,1
89,Alvina Brazee  ,3/18/2020,Location B,3.00,3,2,1
61,Dorine Varnell  ,4/5/2020,Location D,7.00,2,1,1
37,Archie Mobley  ,2/4/2020,Location C,8.00,0,3,2
71,Felica Pajak  ,3/1/2020,Location A,8.00,0,5,3
7,Dorine Varnell  ,2/5/2020,Location D,0.00,0,2,2
16,Khalilah Gratz  ,1/19/2020,Location C,8.00,5,3,3
100,Bobbie Cannella  ,3/14/2020,Location B,4.00,4,5,2
3,Felica Pajak  ,3/11/2020,Location C,4.00,1,4,1
75,Alvina Brazee  ,3/18/2020,Location B,2.00,2,4,2
50,Khalilah Gratz  ,3/19/2020,Location C,5.00,0,2,2
31,Dorine Varnell  ,1/16/2020,Location D,1.00,0,2,1
51,Carolina Golla  ,4/9/2020,Location D,4.00,0,2,2
68,Carolina Golla  ,3/20/2020,Location D,0.00,0,1,1
93,Mariano Defibaugh  ,3/23/2020,Location C,0.00,0,1,1
54,Felica Pajak  ,1/31/2020,Location C,6.00,1,4,3
76,Alvina Brazee  ,3/28/2020,Location D,2.00,1,5,3
16,Felica Pajak  ,3/11/2020,Location C,3.00,3,4,4
100,Frederica Tope  ,3/12/2020,Location D,2.00,2,5,4
97,Frederica Tope  ,3/22/2020,Location B,0.00,0,3,3
2,Alvina Brazee  ,4/7/2020,Location B,6.00,3,2,1
34,Carolina Golla  ,1/20/2020,Location D,2.00,1,3,1
53,Alvina Brazee  ,3/8/2020,Location D,5.00,2,3,1
52,Bobbie Cannella  ,2/13/2020,Location D,3.00,3,4,4
54,Frederica Tope  ,3/22/2020,Location B,0.00,0,4,3
36,Dorine Varnell  ,3/16/2020,Location D,6.00,6,3,2
60,Carolina Golla  ,1/10/2020,Location B,8.00,3,1,1
24,Dorine Varnell  ,2/15/2020,Location B,7.00,0,4,2
10,Mariano Defibaugh  ,1/23/2020,Location C,4.00,0,4,2
8,Alvina Brazee  ,2/27/2020,Location B,1.00,0,2,1
7,Alvina Brazee  ,2/27/2020,Location B,2.00,0,5,5
43,Frederica Tope  ,2/11/2020,Location B,3.00,2,3,1
55,Mariano Defibaugh  ,2/2/2020,Location A,3.00,2,4,1
94,Archie Mobley  ,3/25/2020,Location A,4.00,4,4,1
24,Mariano Defibaugh  ,2/22/2020,Location A,6.00,1,4,3
37,Khalilah Gratz  ,1/19/2020,Location C,7.00,2,2,1
22,Felica Pajak  ,1/11/2020,Location C,3.00,0,3,3
76,Rueben Maxfield  ,3/27/2020,Location C,6.00,0,3,3
13,Felica Pajak  ,2/10/2020,Location A,1.00,1,1,1
99,Carolina Golla  ,4/9/2020,Location D,4.00,0,3,1
66,Rueben Maxfield  ,2/26/2020,Location A,6.00,6,4,2
65,Khalilah Gratz  ,1/19/2020,Location C,1.00,1,2,2
51,Dorine Varnell  ,2/15/2020,Location B,2.00,1,4,3
44,Khalilah Gratz  ,1/9/2020,Location A,5.00,4,1,1
78,Alvina Brazee  ,3/28/2020,Location D,2.00,0,4,2
61,Rueben Maxfield  ,2/16/2020,Location C,0.00,0,3,1
96,Rueben Maxfield  ,2/26/2020,Location A,6.00,6,5,2
53,Khalilah Gratz  ,2/8/2020,Location C,7.00,0,4,1
67,Frederica Tope  ,2/1/2020,Location D,1.00,1,2,1
91,Bobbie Cannella  ,1/4/2020,Location D,1.00,0,3,1
6,Felica Pajak  ,1/11/2020,Location C,6.00,0,5,2
20,Mariano Defibaugh  ,3/3/2020,Location C,0.00,0,1,1
57,Felica Pajak  ,2/10/2020,Location A,0.00,0,5,4
78,Dorine Varnell  ,1/16/2020,Location D,7.00,3,5,5
66,Khalilah Gratz  ,4/8/2020,Location C,1.00,0,3,2
48,Mariano Defibaugh  ,1/3/2020,Location C,0.00,0,4,4
3,Alvina Brazee  ,4/7/2020,Location B,5.00,5,5,2
44,Dorine Varnell  ,3/6/2020,Location B,7.00,3,1,1
46,Bobbie Cannella  ,1/14/2020,Location B,5.00,4,5,5
68,Archie Mobley  ,4/4/2020,Location C,8.00,6,5,4
55,Rueben Maxfield  ,1/17/2020,Location A,4.00,3,3,3
29,Archie Mobley  ,3/5/2020,Location A,2.00,2,2,1
80,Frederica Tope  ,1/12/2020,Location D,6.00,4,5,4
1,Bobbie Cannella  ,2/23/2020,Location B,0.00,0,5,5
33,Dorine Varnell  ,3/6/2020,Location B,6.00,5,5,5
93,Rueben Maxfield  ,3/7/2020,Location C,1.00,0,1,1
95,Khalilah Gratz  ,3/9/2020,Location A,2.00,1,2,2
63,Mariano Defibaugh  ,4/2/2020,Location A,0.00,0,4,2
49,Felica Pajak  ,3/21/2020,Location A,6.00,3,5,3
61,Alvina Brazee  ,3/28/2020,Location D,5.00,2,2,2
98,Frederica Tope  ,3/12/2020,Location D,3.00,0,2,2
51,Bobbie Cannella  ,4/3/2020,Location B,2.00,2,4,4
22,Archie Mobley  ,2/14/2020,Location A,1.00,1,1,1
61,Archie Mobley  ,2/4/2020,Location C,6.00,6,2,1
73,Bobbie Cannella  ,3/14/2020,Location B,6.00,0,4,1
56,Mariano Defibaugh  ,4/2/2020,Location A,8.00,0,4,1
19,Felica Pajak  ,3/31/2020,Location C,5.00,5,2,2
67,Bobbie Cannella  ,1/4/2020,Location D,8.00,5,4,2
12,Alvina Brazee  ,2/27/2020,Location B,3.00,2,2,2
42,Frederica Tope  ,1/22/2020,Location B,5.00,2,1,1
73,Khalilah Gratz  ,3/9/2020,Location A,3.00,2,5,1
22,Bobbie Cannella  ,3/4/2020,Location D,4.00,2,1,1
80,Khalilah Gratz  ,3/29/2020,Location A,5.00,1,4,2
17,Khalilah Gratz  ,3/19/2020,Location C,5.00,0,5,2
31,Alvina Brazee  ,2/7/2020,Location B,4.00,0,5,3
6,Khalilah Gratz  ,3/19/2020,Location C,5.00,1,1,1
63,Archie Mobley  ,1/25/2020,Location A,2.00,0,5,5
51,Archie Mobley  ,4/4/2020,Location C,8.00,3,1,1
91,Rueben Maxfield  ,3/27/2020,Location C,7.00,3,2,1
73,Dorine Varnell  ,3/26/2020,Location B,2.00,2,1,1
52,Rueben Maxfield  ,1/7/2020,Location C,4.00,4,2,1
32,Mariano Defibaugh  ,2/2/2020,Location A,6.00,5,1,1
4,Frederica Tope  ,3/12/2020,Location D,3.00,1,5,2
79,Frederica Tope  ,1/22/2020,Location B,7.00,3,5,5
67,Rueben Maxfield  ,2/26/2020,Location A,7.00,7,2,2
80,Mariano Defibaugh  ,1/13/2020,Location A,4.00,4,2,1
40,Alvina Brazee  ,2/17/2020,Location D,4.00,0,3,1
72,Khalilah Gratz  ,1/29/2020,Location A,5.00,5,3,3
23,Khalilah Gratz  ,3/9/2020,Location A,0.00,0,4,1
74,Bobbie Cannella  ,2/23/2020,Location B,5.00,0,2,1
16,Mariano Defibaugh  ,1/23/2020,Location C,7.00,7,1,1
71,Rueben Maxfield  ,2/26/2020,Location A,7.00,5,2,2
14,Archie Mobley  ,2/24/2020,Location C,6.00,6,5,1
62,Carolina Golla  ,3/30/2020,Location B,2.00,0,3,3
42,Dorine Varnell  ,4/5/2020,Location D,0.00,0,5,1
35,Mariano Defibaugh  ,2/2/2020,Location A,8.00,0,1,1
81,Bobbie Cannella  ,2/3/2020,Location B,0.00,0,2,1
31,Khalilah Gratz  ,1/9/2020,Location A,8.00,8,2,1
20,Archie Mobley  ,3/5/2020,Location A,7.00,4,2,1
70,Frederica Tope  ,3/2/2020,Location B,3.00,2,1,1
24,Alvina Brazee  ,3/18/2020,Location B,8.00,7,1,1
44,Dorine Varnell  ,2/25/2020,Location D,4.00,1,3,2
9,Felica Pajak  ,2/20/2020,Location C,6.00,0,2,2
32,Dorine Varnell  ,3/16/2020,Location D,2.00,2,2,2
99,Carolina Golla  ,4/9/2020,Location D,3.00,0,3,1
53,Alvina Brazee  ,4/7/2020,Location B,8.00,1,5,1
65,Bobbie Cannella  ,1/4/2020,Location D,6.00,1,2,2
96,Mariano Defibaugh  ,2/12/2020,Location C,0.00,0,5,5
57,Bobbie Cannella  ,3/4/2020,Location D,7.00,4,2,1
56,Rueben Maxfield  ,1/7/2020,Location C,5.00,1,1,1
18,Dorine Varnell  ,2/15/2020,Location B,1.00,0,2,1
22,Dorine Varnell  ,1/26/2020,Location B,3.00,3,3,3
58,Khalilah Gratz  ,1/29/2020,Location A,1.00,0,5,5
42,Frederica Tope  ,2/1/2020,Location D,3.00,2,5,3
71,Rueben Maxfield  ,3/17/2020,Location A,6.00,5,5,4
19,Archie Mobley  ,3/5/2020,Location A,2.00,2,5,2
15,Bobbie Cannella  ,3/14/2020,Location B,3.00,3,3,3
81,Bobbie Cannella  ,1/4/2020,Location D,2.00,2,4,3
80,Dorine Varnell  ,2/15/2020,Location B,5.00,2,4,2
23,Khalilah Gratz  ,2/8/2020,Location C,4.00,1,3,1
17,Frederica Tope  ,2/11/2020,Location B,7.00,6,2,2
20,Khalilah Gratz  ,3/9/2020,Location A,8.00,0,2,1
70,Rueben Maxfield  ,3/27/2020,Location C,8.00,4,3,2
47,Khalilah Gratz  ,3/19/2020,Location C,0.00,0,5,3
93,Archie Mobley  ,2/24/2020,Location C,1.00,0,5,5
77,Rueben Maxfield  ,3/17/2020,Location A,1.00,1,4,2
42,Bobbie Cannella  ,3/4/2020,Location D,0.00,0,3,1
1,Bobbie Cannella  ,2/23/2020,Location B,3.00,3,4,1
92,Rueben Maxfield  ,3/7/2020,Location C,2.00,1,2,1
19,Frederica Tope  ,2/21/2020,Location D,8.00,1,5,1
27,Archie Mobley  ,1/25/2020,Location A,7.00,2,4,1
6,Archie Mobley  ,1/5/2020,Location A,2.00,1,5,5
62,Khalilah Gratz  ,1/9/2020,Location A,6.00,3,1,1
22,Mariano Defibaugh  ,4/2/2020,Location A,8.00,4,1,1
39,Rueben Maxfield  ,2/26/2020,Location A,2.00,1,1,1
19,Archie Mobley  ,2/24/2020,Location C,4.00,1,1,1
40,Frederica Tope  ,3/2/2020,Location B,7.00,5,3,3
97,Khalilah Gratz  ,2/8/2020,Location C,0.00,0,5,4
15,Mariano Defibaugh  ,2/22/2020,Location A,4.00,1,2,2
47,Dorine Varnell  ,2/25/2020,Location D,6.00,3,3,3
80,Archie Mobley  ,1/5/2020,Location A,4.00,3,2,1
71,Carolina Golla  ,4/9/2020,Location D,3.00,2,1,1
81,Felica Pajak  ,3/1/2020,Location A,6.00,6,5,1
3,Khalilah Gratz  ,1/19/2020,Location C,1.00,0,3,3
63,Alvina Brazee  ,2/27/2020,Location B,8.00,5,3,2
86,Bobbie Cannella  ,1/24/2020,Location D,4.00,0,2,1
81,Carolina Golla  ,1/30/2020,Location B,4.00,2,5,4
58,Frederica Tope  ,1/22/2020,Location B,4.00,4,1,1
80,Alvina Brazee  ,3/28/2020,Location D,7.00,1,3,3
67,Alvina Brazee  ,2/7/2020,Location B,2.00,2,3,3
31,Bobbie Cannella  ,1/4/2020,Location D,7.00,0,3,2
86,Bobbie Cannella  ,2/13/2020,Location D,4.00,3,1,1
86,Rueben Maxfield  ,3/17/2020,Location A,4.00,3,5,4
89,Khalilah Gratz  ,3/29/2020,Location A,6.00,5,3,1
56,Alvina Brazee  ,1/28/2020,Location D,8.00,8,4,1
49,Felica Pajak  ,2/20/2020,Location C,6.00,2,2,2
77,Khalilah Gratz  ,2/28/2020,Location C,2.00,2,4,3
